,AAPL.O,ADBE.O,ADI.O,ADP.O,ADSK.O,AEP.O,ALGN.O,AMAT.O,AMD.O,AMGN.O,AMZN.O,ANSS.O,ASML.O,ATVI.O,AVGO.O,BIDU.O,BIIB.O,BKNG.O,CDNS.O,CDW.O,CERN.O,CHKP.O,CHTR.O,CMCSA.O,COST.O,CPRT.O,CRWD.O,CSCO.O,CSX.O,CTAS.O,CTSH.O,DLTR.O,DOCU.O,DXCM.O,EA.O,EBAY.O,EXC.O,FAST.O,FB.O,FISV.O,FOX.O,FOXA.O,GILD.O,GOOG.O,GOOGL.O,HON.O,IDXX.O,ILMN.O,INCY.O,INTC.O,INTU.O,ISRG.O,JD.O,KDP.O,KHC.O,KLAC.O,LRCX.O,LULU.O,MAR.O,MCHP.O,MDLZ.O,MELI.O,MNST.O,MRNA.O,MRVL.O,MSFT.O,MTCH.O,MU.O,NFLX.O,NTES.O,NVDA.O,NXPI.O,OKTA.O,ORLY.O,PAYX.O,PCAR.O,PDD.O,PEP.O,PTON.O,PYPL.O,QCOM.O,REGN.O,ROST.O,SBUX.O,SGEN.O,SIRI.O,SNPS.O,SPLK.O,SWKS.O,TCOM.O,TEAM.O,TMUS.O,TSLA.O,TXN.O,VRSK.O,VRSN.O,VRTX.O,WBA.O,WDAY.O,XEL.O,XLNX.O,ZM.O,
2019-09-09,214.17,279.3,112.87,168.05,151.02,91.38,173.16,50.66,30.5,202.34,1831.35,214.58,241.33,55.19,292.61,105.06,230,1992.25,68.41,117.51,66.5,109.89,419.78,46.42,299,82.29,67.1,48.58,69.05,255.66,64.18,108.9,58.57,145.37,98.68,41.4,48.03,32.07,188.76,106.68,33.99,34.3,66.33,1204.41,1205.27,169.66,267.2,266.84,78.97,51.59,275.9,496.69,31.48,26.75,28.08,150.51,230.34,194.39,129.91,91.87,56.48,571.13,57.23,16.03,25,137.52,,49.13,294.34,280.34,180.5,107.39,109.26,402.62,81.81,70.47,34.98,136.4,,105.43,78.21,279,108.49,94.16,67.79,6.29,141.26,109.48,79.72,35.11,126.27,79.13,231.79,127.1,160.2,201.88,174.81,55.59,171.04,63.39,105.51,78.65,
2019-09-10,216.7,276.14,113.98,164.33,148.05,91.09,177.8,50.19,30.23,196.87,1820.55,210.38,241.67,56.03,294.44,110.4,233,2018.76,65.77,111.5,67.35,111.28,421.34,46.45,297,80.96,71.65,49.21,70.69,248.97,64.74,109.93,59.91,145.24,99.5,40.27,48.35,32.79,186.17,103.69,34.22,34.3,67.08,1206,1205.7,169.61,267.63,276.04,77.91,51.82,267.56,502.3,30.87,27.16,28.96,148.75,231.94,193.26,131.69,92.57,54.33,549.17,57.76,17.09,24.81,136.08,,49.39,287.99,272.72,183.18,107.86,107.22,407.68,80.74,71.91,34.85,135.86,,103.05,78.71,283.72,108.16,90.35,68.65,6.36,135.25,112.71,80.3,34.17,122.25,78.38,235.54,127.04,155.12,196.71,171.01,56.88,173.89,62.99,106.72,80.35,
2019-09-11,223.59,277.78,115.04,161.14,154.67,91.69,179.77,51.56,29.76,195.84,1822.99,214.59,245.24,54.91,298.01,111.79,235.96,2050.16,65.47,112.81,68.33,112.61,425,46.4,290.69,80.75,69.11,50.03,70.97,246.02,65.36,111.36,63.3,146.7,99.11,39.9,48.73,33.5,188.49,102,33.97,34,68.08,1220.17,1220,171.28,270.99,289.66,78.48,52.79,266.13,522.82,31.07,28.26,29.28,150.65,234.01,196.41,133.09,95.42,54.51,560.88,56.87,15.92,25.99,136.12,,50.48,288.27,275.68,184.33,110,106.58,404.77,81.25,72.32,36.67,136.36,,104.02,79.9,283.33,108.31,90.98,70.85,6.49,134.64,113.89,83.51,36.12,122.84,79.74,247.1,128.58,155.11,190.75,173.11,58.06,172.56,63.25,105.05,80.71,
2019-09-12,223.085,278.02,116.21,160.41,155.69,92.02,174.62,51.25,30.21,194,1843.55,211.08,246.83,55.45,300.58,111.5,232.31,2041.41,66.15,114.32,68.01,111.32,425,46.97,289.89,80.88,69.66,49.93,71.55,246.51,64.84,111.94,62.93,147.16,98.34,40.29,47.88,33.63,187.47,103.89,33.7,33.79,66.36,1234.25,1234.97,168.63,271.05,297.52,76.07,53.01,268.25,523.12,31.52,27.66,29.03,149.61,234.87,198.73,132.51,95.47,54.81,571.73,57.45,16.4,25.97,137.52,,50.44,288.86,273.54,184.27,110.03,106.37,393.9,81.69,71.19,36.16,137.29,,107.1,79.08,284.18,109.36,92.06,70.88,6.45,137.39,113.91,82.33,34.83,125.51,79.69,245.87,130.22,157.43,191.18,172.45,55.56,170.38,63.07,105.03,81.53,
2019-09-16,219.9,282.93,115.26,158.17,153.87,91.71,179.37,50.92,30.83,194.08,1807.84,212.13,246.21,55.78,288.66,110.98,236.12,2072.95,65.73,113,67.76,111.01,423.25,46.27,288.69,82.18,67.86,49.96,72.39,247.46,63.99,109.56,61.88,148.68,99.12,40.3,47.38,33.46,186.22,103.62,33.49,33.6,65.88,1231.3,1231.63,166.21,265.64,300.89,78.34,52.2,265.82,523.64,30.85,27.31,29.62,151.19,234.94,193.7,130.48,94.45,54.05,554.05,59.23,17.05,25.4,136.33,,50.15,294.29,270.38,180.21,107.57,103.79,380.44,81.06,70.95,34.73,134.88,,106.52,78.04,285.89,107.59,89.42,71.11,6.37,133.24,114.82,81.98,35.63,130.39,79.56,242.81,128.36,156.52,189.55,177.55,55.34,173,62.83,104.39,80.67,
2019-09-17,220.7,284.69,115.28,158.83,153.67,92.73,177.65,51.2,30.99,196.72,1822.55,216.13,248.1,55.35,288.83,109.04,238.7,2077.44,67.35,113.8,68.14,110.69,425.15,46.67,291.41,83.44,71.04,49.41,71.18,249.95,64,111.04,61.9,153.7,98.42,40.53,47.29,33.57,188.08,104.82,32.82,32.86,66.17,1229.15,1229.88,166.46,271.86,298.27,79.1,51.95,268.54,530.17,31.17,27.85,28.36,152.6,236.78,195.47,130.56,93.76,54.7,549.98,57.99,17.66,25.85,137.39,,50.84,298.6,270.16,181.07,107.76,105.66,391.57,82.55,70.89,35.43,135.7,,107.5,78.69,288.12,108.14,90.75,71.95,6.47,136.7,118.74,80.95,35.24,133.56,80.21,244.79,129.56,158.65,191.2,176,54.84,175.07,63.73,104.28,84.64,
2019-09-18,222.77,279.72,116.56,157.77,151.11,93.02,175.8,52.09,30.42,195.04,1817.46,217.59,249.79,55.12,287.74,108.4,235.17,2058.37,67.79,120.38,67.57,111.09,425.42,46.94,292.43,82.57,70.85,49.34,71.15,249.67,63.51,112.26,63.3,156.93,98.28,40.36,47.94,32.87,188.14,104.34,32.5,32.64,65.72,1232.41,1232.65,167.97,272.73,303.01,78.54,51.74,268.27,530.77,31.04,27.95,28.41,157.98,237.64,195.36,130.19,93.57,54.72,542.52,58.36,17.78,25.62,138.52,,50.48,291.56,270.02,179.98,107.82,103.63,390.49,82.77,70.75,34.37,135.5,,105.6,78.9,285.06,108.71,90.96,72.83,6.39,136.5,116.93,80.24,34.03,134.25,80.12,243.49,129.31,159.33,189.9,174.52,54.41,175.51,64.01,104.92,84.55,
2019-09-19,220.96,281.26,115.88,159.35,153.38,93.18,180.36,51.68,30.29,195.65,1821.5,219.05,249.59,55.01,290.64,107.77,235.62,2058.57,66.92,121.8,67.68,108.18,427.42,46.68,287.83,82.23,68.93,49.19,70.79,251.42,63.47,111.74,63.36,154.99,99.69,40.4,47.8,32.4,190.14,104.91,31.97,32.04,65.96,1238.71,1238.75,166.77,273.79,305.2,78.12,51.57,270.02,529.45,31.05,27.61,28.15,157.22,236.86,193.61,129.55,92.49,55.04,549.31,58.79,17.9,25.61,141.07,,49.82,286.6,271.23,176.94,108.36,103.5,389.93,82.5,70.35,34.62,135.48,,106.12,78.23,286.15,108.61,91.56,72.78,6.34,137.13,121.88,79.27,33.2,134.93,81,246.6,128.83,158.7,191.09,176.14,54.57,172.74,64.26,103.62,84.62,
2019-09-20,217.73,277.91,115.33,159.3,153.34,93.18,186.54,50.96,30.05,196.94,1794.16,216.57,245.79,54.76,284.26,105.16,238.79,2031.57,66.01,121.06,68.44,108.9,420.35,46.36,286.36,82.58,66.97,49.6,68.62,253.78,61.8,111.07,64.8,154.4,98.7,40.36,48.45,31.86,189.93,104.08,32.08,32.27,66.42,1229.93,1229.84,168.31,274.17,309.57,81.21,50.72,269.18,531.16,30.94,27.32,28.14,155.5,235.31,189.3,126.97,90.45,54.65,547.97,58.35,18.07,24.84,139.44,,49.16,270.75,269.44,172.69,104.8,106.16,398.86,82.54,70.32,34.08,134.71,,104.64,76.44,295.87,104.75,90.07,74.01,6.26,135.72,121.6,79.75,33.08,136.87,80.59,240.62,126.67,158.42,190.69,178.12,55,174.97,64.62,96.55,82.63,
2019-09-23,218.72,277.44,114.29,159.7,152.37,93.4,183.89,51.76,30.64,197.76,1785.3,216.73,248.48,54.18,285.46,102.37,239.96,2009.41,65.97,119.34,68.58,108.44,421.51,46.215,287.57,81.795,66.91,49.42,68.86,254.65,60.825,113.42,64.52,155.33,98.18,40.24,48.31,32.28,186.82,105.04,32.18,32.27,65.73,1234.03,1234.69,167.14,275.79,305.83,77.64,50.9,269,527.96,30.33,27.14,28.2,157.58,238.24,195.18,125.85,91.92,54.61,540.09,59.12,17.83,25.035,139.14,,49.6,265.92,266.7,174.84,106.05,105.12,397.88,82.2,70.38,33.82,135.44,,105.11,77.24,294.7,107.03,90.81,74.71,6.29,137.11,122.74,79.84,32.04,136.46,79.96,241.23,127.77,157.32,189.82,175.88,54.32,174.45,64.6,98.05,82.62,
2019-09-24,217.68,272.47,110.96,160.03,149.13,94.59,183.05,51.16,29.52,196.55,1741.61,213.86,246.39,53.96,282.31,97.61,236.2,1990.64,65.16,118.66,68.33,106.17,417.53,45.71,287.91,81.69,62.52,49.12,68.63,252.14,59.92,113.37,61.72,153.46,97.36,39.555,48.8,31.7,181.28,103.76,31.53,31.59,64.56,1218.76,1218.33,165.76,272.13,295.28,76.95,49.82,264.85,541.46,29.41,26.96,27.93,156.5,235.86,193.85,122.27,90.64,55.05,537.29,58.81,17.82,24.31,137.38,,48.51,254.59,263.1,172.53,103.9,102.39,394.67,81.67,68.19,30.99,135.36,,103.69,75.23,289.71,107.64,89.92,73.71,6.23,136.48,118.93,79.72,31.75,129.59,79.36,223.21,125.81,157.47,186.78,172.52,53.63,167.51,65.43,96.12,80.02,
2019-09-25,221.03,277.43,112.68,161.68,147.43,94.23,183.63,51.93,29.54,196.06,1768.33,215.64,247.53,54.94,275.77,102.8,235.9,1993.53,66.13,121.52,68.23,107.75,416.66,45.83,288.51,81.04,62.02,49.605,68.87,266.62,60.19,112.95,62.61,153.76,97.63,39.24,49.01,32.1,182.8,103.94,32,32.01,64.2,1246.52,1245.94,166.93,274.8,300.15,75.07,51.02,266.43,545.01,29.99,27,28.14,160.59,241.6,193.02,123.03,93.01,55.19,551.87,58.37,17.18,24.92,139.36,,49.47,264.75,265.32,178.23,108.22,102.67,394.78,82.26,68.41,32.25,135.09,,104.14,77.26,286.65,108.24,90.35,73.62,6.315,139.39,117.54,80.99,32.15,128.2,79.81,228.7,127.74,157.8,189.93,171.5,54.36,169.98,65.05,97.19,79.6,
2019-09-26,219.89,283.81,113.14,163.27,149.07,94.29,178.99,52.15,29.47,195.38,1739.84,220.08,248.04,54.22,276.91,105.07,230.22,1978.45,66.58,123.4,68.36,109.12,411,44.9,288.26,80.91,58.3,48.83,69.42,268.02,59.655,112.46,62.39,149.89,96.62,38.925,49.18,31.99,180.11,105.07,31.47,31.45,63.3,1241.39,1242.29,167.03,275.06,298.68,73.76,50.92,269.72,543.29,29.58,27.22,28.01,161.95,242.83,191.54,121.67,92.37,55.69,549.86,57.77,16.34,24.99,139.54,,48.6,263.31,273.35,177.34,108.41,102.11,396.16,82.57,68.76,32.65,135.72,25.76,104.55,77.35,281.31,107.85,89.8,72.63,6.26,140.74,119.57,80.36,29.81,128.18,79,242.56,128.11,159.29,191.19,169.55,54.08,174.44,65.57,97.24,79.75,
2019-09-27,218.82,277.54,111.04,160.43,145.19,94.2,175.84,49.43,28.72,194.94,1725.45,217.09,243.71,52.33,274.14,101.21,230.22,1944.25,65.2,121.79,68.37,108.17,406.21,44.81,285.95,79.71,53.46,48.84,68.91,266.13,58.75,114.3,60.64,148.51,95.67,38.37,48.58,32.23,177.1,102.61,31.48,31.44,62.9,1225.09,1225.95,168.04,272.48,301.28,72.82,50.78,263.19,533.73,27.82,27,27.84,158.48,230.08,189.72,120.77,91.29,55.39,541.52,57.81,15.9,24.76,137.73,,43.21,263.08,260.69,171.76,106.53,97.06,394.48,81.52,69.01,31.28,135.6,25.24,102.2,76.63,273.46,109.05,88.37,76,6.205,136.21,118.06,77.47,29.02,123.03,77.56,242.13,127.14,155.59,187.25,166.74,54.41,168.65,65.36,95.95,76.04,
2019-09-30,223.97,276.25,111.73,161.42,147.7,93.69,180.92,49.9,28.99,193.51,1735.91,221.36,248.42,52.92,276.07,102.76,232.82,1962.61,66.08,123.24,68.17,109.5,412.12,45.08,288.11,80.33,58.31,49.41,69.27,268.1,60.265,114.16,61.92,149.24,97.82,38.98,48.31,32.67,178.08,103.59,31.54,31.535,63.38,1219,1221.14,169.2,271.93,304.22,74.23,51.53,265.94,539.93,28.21,27.32,27.935,159.45,231.11,192.53,124.37,92.91,55.32,551.23,58.06,15.92,24.97,139.03,,42.85,267.62,266.18,174.07,109.12,98.46,398.51,82.77,70.01,32.22,137.1,25.1,103.59,76.28,277.4,109.85,88.42,85.4,6.255,137.25,117.86,79.25,29.29,125.44,78.77,240.87,129.24,158.14,188.63,169.42,55.31,169.96,64.89,95.9,76.2,
2019-10-08,224.4,270.83,106.13,156.32,145.65,92.56,184.3,49.31,28.23,196.08,1705.51,216.63,242.08,54.13,270.33,99.53,221.94,1938.19,63.64,122.985,65.1,109.39,428.07,44.11,291.89,80.15,65.3,46.39,65.855,260.33,58.9,112.48,64.62,150.41,92.54,37.32,47.77,30.605,177.75,103.11,30.035,30.055,61.69,1189.13,1190.13,158.62,267.72,288.36,74.44,49.725,260.99,509,27.73,26.93,26.71,154.52,227.7,191.37,117.67,89.29,54.56,525.63,55.88,15.31,22.95,135.67,,42.635,270.72,254.64,177.23,103.75,115.19,387.63,82.08,66.56,31.25,137.24,23.21,99.33,72.85,285.1,107.88,84.91,80.89,6.24,133.94,117.61,79,28.85,124,77.615,240.05,124.98,154.9,180.96,169.55,52.09,169.49,63.59,89.27,73.59,
2019-10-09,227.03,274.27,108.07,158.46,148.37,92.88,189.21,50.84,28.46,196.69,1721.99,220.49,246.27,53.43,273.15,99.9,222.13,1943.33,64.85,121.8,65.71,110.16,429.28,44.38,296.9,80.48,63.08,46.84,66.215,263.57,59.44,112.99,67.04,153.9,92.88,37.85,47.91,30.65,179.85,104.7,30.26,30.23,61.98,1202.31,1202.4,159.84,271.91,296.96,74.68,50.48,264,514.12,28.38,27.1,26.73,157.48,233.13,192.16,118.49,91.19,54.95,532.03,56.28,14.2,23.3,138.24,,42.875,267.53,256.41,180.71,105.96,118.21,395.33,83.1,66.89,31.78,137.85,24,99.89,74.35,290.83,109.17,85.85,79.97,6.245,135.79,119.08,80.71,29.03,126.74,77.79,244.53,127.44,157.09,184.03,168.73,52.075,173.29,63.92,90.48,72.86,
2019-10-10,230.09,274.98,108.44,160.72,144.73,92.61,194.17,51.01,28.38,198.68,1720.26,220.67,251.49,53.69,274.45,103.85,223,1962.91,65.54,122.54,66.84,109.48,426.93,44.5,297.14,81.055,61.41,46.15,66.94,266.07,59.8,113.91,67.14,154.46,92.53,37.93,47.42,31.02,180.03,105.14,30.425,30.52,63.26,1208.67,1209.47,160.97,272.24,298.18,75.77,51.11,267.53,511.23,28.58,27.64,26.94,157.4,234.62,198.13,118.19,92.41,55.41,542.41,56.12,14.16,23.29,139.1,,43.28,280.48,258.96,183.03,107.25,114.57,398.8,83.94,67.32,31.94,137.89,23.14,100.54,74.97,298.36,111.01,85.96,81.55,6.25,138.22,118.15,84.89,29.38,125.87,78.3,244.74,127.73,157.86,185.55,170.22,52.93,174.32,63.95,92.81,71.01,
2019-10-11,236.21,278.29,111.22,162.52,150.32,92.34,200.16,51.75,29.75,200.8,1731.92,224.16,260,54.82,280.91,104.66,223.21,1977.18,65.9,124.41,67.58,111.26,423.16,45.55,297.6,81.37,60.27,46.56,69.05,267.61,60.61,115.19,66.53,155.35,94.19,38.55,47.51,36.34,184.19,105.68,31.16,31.46,63.99,1215.45,1215.71,163.53,276.8,302.58,76.12,52.09,270.07,518.03,29.71,27.81,27.08,160.22,237.09,201.62,121.18,95.52,54.82,554.21,56.3,14.055,24.04,139.68,,45.1,282.93,268.79,185.99,110.76,116.24,401.35,84.63,69.1,32.86,137.64,22.39,101.58,76.7,300.77,112.46,86.36,82.6,6.31,138.61,120.81,85.4,30.58,127.48,79.53,247.89,130.09,157.11,186.49,172.41,53.99,180.44,63.33,96.22,71.35,
2019-10-14,235.87,277.78,110.34,162.46,150.27,92.03,205.15,51.935,30.53,202.89,1736.43,225.26,261.64,55.01,281.66,105.46,225.76,1988.75,66.51,123.33,67.74,108.74,422.96,45.23,297.52,81.68,54.52,46.05,68.56,265.94,60.38,115.02,67.09,160.18,93.88,38.36,47.105,35.425,183.28,106.02,31.01,31.39,64.51,1217.14,1217.77,162.98,275.68,310.31,77.46,51.64,269.06,518.88,29.83,27.4,27.32,159,236.28,203.04,120.1,95.68,54.22,555.58,56.55,13.93,24.05,139.55,,44.86,285.53,276.59,186.53,111.24,115.77,401.39,84.695,69.48,32.84,137.45,21.47,101.75,76.3,305.44,111.4,86.62,82.42,6.33,138.85,119.68,84.98,30.54,127.55,78.63,256.96,129.75,155.38,185.75,173.59,53.67,180.24,63.28,95.93,70.8,
2019-10-15,235.32,279.39,113.29,164.12,150,91.74,209.25,52.91,30.72,204.66,1767.38,226.82,267.54,55.56,290.32,107.2,226.06,2016.39,67.63,123.36,68.09,108.9,432.92,45.67,298.39,81.74,55.21,46.36,69.17,269.45,61.335,116.51,66.99,152.97,95.15,38.88,47.06,35.8,188.89,106.89,31.44,31.7,65.3,1243.01,1242.24,163.64,282.26,312.17,78.52,52.65,273.5,528.21,31,27.53,27.49,162.56,242.05,203.89,121.11,96.81,54.04,566.55,56.29,14.33,24.4,141.575,,46.455,284.25,286.29,196.37,111.97,115.86,403.75,84.86,70.345,33.94,136.33,23.445,103.59,77.82,303.82,111.94,86.45,83.38,6.435,140.66,119.85,86.64,30.86,128.78,79.74,257.89,131.69,156.08,186.66,176.14,54.515,180.96,63.15,96.97,71.11,
2019-10-16,234.37,272.7,110.59,164.16,145.38,92.6,211.56,51.56,30.81,203.21,1777.43,222.18,254.47,55.59,288.48,108.28,227.72,2027.63,66.815,123.67,68.16,108.2,438.1,45.6,298.78,81.38,52.03,46.79,69,266.97,61.39,116.9,67.06,153.87,96.22,38.92,44.91,35.61,189.55,106.55,31.585,31.99,65.35,1243.64,1243,163.63,279.57,309.67,78.12,52.445,269.15,530.24,31.24,27.61,27.44,159.64,234.76,203.08,121.09,96.08,54.27,548.98,56.52,14.15,23.78,140.41,,45.16,286.28,294.77,194.21,108.61,106.4,407.75,84.75,70.07,33.74,136.42,23.03,103.09,78.23,299.4,112.255,86.71,83.86,6.43,138.74,113.59,85.66,30.84,124.28,80.01,259.75,129.5,155.59,185.34,176.09,54.66,160.46,63.49,94.63,67.69,
2019-10-17,235.28,269.24,110,163.83,144.27,93,213.92,52.14,31.14,203.56,1787.48,220.87,253.76,55.59,289.43,107.65,225.6,2028.53,66,123.97,68.11,108.05,441.93,45.93,302.4,81.02,50.44,47.03,69.78,268.33,61.38,117.37,66.72,156.67,96.76,39.09,44.06,36.02,190.39,106.19,31.49,31.98,65.23,1253.07,1252.8,167.52,282.13,310.55,77.43,51.86,266.53,529.4,30.74,27.6,27.77,161.51,236.1,204.96,120.57,95.69,54.63,549.25,56.56,14.54,23.63,139.69,,45.5,293.35,288.85,194.29,109.81,104.99,407.17,84.73,70.78,34.2,136.96,23.86,103.63,78.97,301.57,113.03,86.29,85.94,6.48,136.83,113.2,87.55,30.42,122.64,81.05,261.97,130.13,155.22,186.55,177.72,55.94,157.83,63.67,94.91,67.03,
2019-10-18,236.41,265.52,109.48,163.54,139.67,94.14,213.88,51.68,30.97,202.72,1757.51,218.43,254.42,54.54,286.73,103.74,220.06,2013.53,65.6,123.91,67.76,107.41,440.05,45.57,302.86,82.32,47.04,46.71,68.67,269.31,60.64,116.98,64.52,156.92,95.13,38.82,44.665,35.83,185.85,105.67,31.525,32.21,64.91,1245.49,1244.41,165.57,282.83,309.44,77.76,51.36,262.47,566.25,29.93,27.59,27.61,159.69,233.7,207.11,121.05,95.005,54.48,536.27,56.055,14.81,23.68,137.41,,43.47,275.3,286.03,190.49,109.01,98.56,403.2,84.245,72.035,33.38,136.25,23.52,101.22,77.68,300.19,114.13,86.03,87.4,6.43,134.95,110.95,87.77,29.38,116.86,81.6,256.95,129.46,154.42,185.51,176.23,55.3,154.54,64.01,94.34,66.08,
2019-10-21,240.51,266.84,111.11,162.03,141.49,94.48,210.04,52.64,32.03,202.93,1785.66,218.78,260.43,55.51,289.57,104.36,223.51,2022.24,66.75,124.06,68.16,107.39,438.16,46.08,301.08,83.62,47.4,47.39,70.75,269.99,60.78,116.69,66.03,156.62,95.81,39.26,44.71,36.79,189.76,104.44,32.09,32.74,65.21,1246.15,1244.28,168.94,278.88,313.83,78.59,52.13,262.2,562.7,31.03,27.49,27.81,164,238.46,205.28,123,97.78,53.57,545.38,56.29,15.5,24.02,138.43,,45.22,278.05,281.38,196.01,109.98,101.16,402.47,84.68,73,34,136.12,22.26,101.44,78.98,297.99,110.98,85.35,100.89,6.42,136.68,111.13,89.89,30.28,116.3,82.09,253.5,130.93,153.47,187.44,183.53,54.59,154.09,64.29,95.06,65.77,
2019-10-22,239.96,261.09,110.88,159.49,140.07,94.15,213.6,51.98,31.51,204.83,1765.73,214.32,255.29,54.52,287.46,103.63,281.87,2023.05,62.94,122.41,67.47,106.64,437.23,45.77,299.97,83.13,46.2,47.55,72.29,266.13,59.9,118.44,63.2,150.89,94.3,38.94,45.25,37.365,182.34,100.79,32.77,33.45,65.86,1242.8,1241.2,168.94,270.84,309.05,78.51,52.01,253.33,535.75,30.27,27.52,28.5,162.82,234.91,204.4,122.05,96.37,52.71,536.89,55.94,15.92,24.1,136.37,,44.66,266.69,274.26,195.61,107.78,99.29,400.4,83.27,76.37,34.37,136.66,21.16,97.36,78.47,301.31,111.9,83.46,98.64,6.4,132.12,110.46,88.96,30.67,110.1,81.67,255.58,128.57,151.02,181.61,191.06,55.32,153.02,64.21,95.98,62,
2019-10-23,243.18,261.32,105.57,160.04,141.93,94.44,217.5,50.53,31.36,203.32,1762.17,216.08,257.66,54.8,280.32,104.15,278.82,2032.23,63.47,123.04,67.57,107.34,435.56,45.72,297.32,83.04,47.87,47.05,72.26,268.13,60.35,116.63,62.83,146.46,95.71,39.2,45.65,37.66,186.15,101.1,32.61,33.24,66.58,1259.13,1257.63,169.85,267.93,312.59,78.1,51.72,255.97,539.85,30.76,27.63,28.61,158.72,233.18,205.46,123.49,92.99,52.65,541.41,56.2,16.9,23.34,137.24,,44.66,271.27,270.85,195.09,103.21,100.79,400.53,84.07,75.11,35.5,137.45,21.08,96.64,77.24,305.02,109.89,82.74,99.96,6.45,133.96,115,89.29,30.29,107.75,81.36,254.68,118.95,148.63,182.76,190.51,54.56,152.29,64.44,93.83,62.06,
2019-10-24,243.58,269.7,105.32,162.54,145.37,95.72,249.47,55.07,31.72,203.06,1780.78,221.52,264.97,55.44,282.31,103.69,285.68,2043.75,65.09,124.45,67.48,108.5,435.07,44.84,297.05,84.63,51.84,46.41,71.66,272.34,60.51,115.6,64.91,146.97,95.98,35.62,46.18,37.18,186.38,103.45,31.6,32.3,66,1260.99,1259.11,171.46,268.33,315.5,77.5,52.23,258.9,547.95,30.72,27.71,28.45,168.74,265.6,206.84,124.3,94.17,53.04,551.62,56.61,16.59,24.4,139.94,,47.1,271.5,282.88,196.86,106.07,108,437.3,84.7,75.3,39.96,137.89,21.34,104.91,78.99,305.77,110.44,83.18,100.27,6.46,137.72,119.69,89.69,30.6,113.26,81.48,299.68,118.41,149.75,185.73,194.47,54.45,158.59,64.54,93.12,64.52,
2019-10-25,246.58,270.98,106.83,161.96,145.54,94.35,243.38,55.72,32.71,203.05,1761.33,220.25,263.99,55.26,289.82,103.87,288.04,2055.93,65.1,124.86,66.43,108.32,462.19,45.65,296.5,83.94,50.11,46.9,72.32,270.34,60.46,114.55,65.4,147.39,96.31,35.84,45.89,37.18,187.89,102.51,31.7,32.41,63.32,1265.13,1264.3,171.63,268.29,290.64,77.55,56.46,257.67,549.27,31.16,27.51,28.38,169.94,270.05,208,126.18,93.9,52.77,549.81,56.35,17.01,24.75,140.73,,48.03,276.82,281.16,204.54,105.86,107.99,438.54,84.53,76.895,40.84,136.64,22.4,107.19,80.17,306.21,110.69,83.38,102.62,6.44,137.14,119.58,90.06,30.82,113.82,81.62,328.13,120.51,148.92,190.16,194.49,55.42,160.75,63.64,94.9,63.45,
2019-10-28,249.05,271.35,108.83,162.48,146.99,93.37,250.42,56.95,33.69,205.01,1777.08,223.63,266.51,54.56,291.55,104.86,295.54,2057.05,65.88,125.99,67,109.02,467.09,45.44,298.94,83.98,47.95,47.17,71.52,271.79,60.67,113.42,66.37,151.63,96.72,35.94,45.6,36.83,189.4,102.46,32.21,32.99,63.73,1290,1288.98,172.68,266.42,304.06,79.86,56.76,258.61,558.65,31.73,27.65,28.37,174.78,281.25,205.97,126.6,95.59,52.41,540.03,55.97,17.03,25.15,144.19,,48.69,281.86,283.67,206.79,108.65,107.25,442.19,84.42,77.51,42.58,136.57,21.46,106.6,83.05,308.56,109.39,83.6,105.77,6.46,137.29,120,91.66,31.38,118.33,82.39,327.71,120,148.55,190.92,194.02,55.8,159.4,62.44,94.75,66.56,
2019-10-29,243.29,271.45,108.06,162.83,145.59,93.17,256.12,55.52,33.03,208.99,1762.71,222.3,264.6,54,288.16,102.9,297.5,2042.8,65.97,126.18,67.36,113.11,464.07,45.35,295.86,84.68,47.8,47.24,70.83,274.52,60.45,112.58,66.39,154.84,94.41,36.11,45.86,36.73,189.31,105.35,32.05,32.84,63.45,1262.62,1260.66,173.16,270.87,301.79,83.35,56.34,258.49,556.17,31.78,27.64,28.14,170.28,276.49,205.58,126.53,94.81,52.83,542.01,56.15,16.99,24.71,142.83,,48.11,281.21,283.31,202.92,114.41,107.46,434.35,84.55,77.32,40.5,136.08,23.18,105,81.66,310.46,108.82,84.13,105.23,6.37,136.68,119.24,91.21,31.54,119.74,81.77,316.22,120.29,150.12,189.45,197.89,56.27,158.11,62.58,92.33,65.49,
2019-10-30,243.26,278.41,108.25,164.15,148.78,94.1,252.71,55.21,33.13,210.88,1779.99,225.19,265.65,55.87,290.24,102.93,299.89,2049.55,66.94,127.38,68.1,112.15,468.78,44.69,299.84,84,51.445,47.56,71.05,276.26,59.89,112.06,66.77,155.74,96.72,35.86,46.66,36.29,188.25,106.3,31.36,32.08,63.15,1261.29,1260.7,174.6,273.85,296.51,83.66,56.6,260.29,556.32,31.69,27.9,28.5,172.96,277.56,205.85,126.44,95.4,52.03,551.05,56.15,17.14,24.4,144.61,,47.88,291.45,286.14,203,114.81,112.31,436.69,84.65,76.465,40.88,136.9,23.72,106.5,81.44,311,110.32,84.19,104.6,6.47,137.61,120.47,90.97,32.32,124.82,83.27,315.01,117.79,147.92,191.71,199.28,55.86,164.1,63.32,91.26,70,
